id,BeatsPerMinute
572030,118.70337
572031,118.397255
572032,119.127686
572033,119.08143
572034,118.50709
572035,118.99909
572036,118.93421
572037,119.16237
572038,119.34539
572039,118.739334
572040,118.84201
572041,119.12775
572042,119.736206
572043,119.04889
572044,118.96009
572045,118.65131
572046,119.33716
572047,118.2093
572048,118.80239
572049,118.73022
572050,119.22048
572051,118.92706
572052,118.962776
572053,118.794266
572054,119.50696
572055,118.96509
572056,118.8319
572057,118.85685
572058,118.82477
572059,119.19801
572060,118.778496
572061,119.31294
572062,118.74886
572063,119.463104
572064,119.36822
572065,118.405
572066,119.057076
572067,118.419136
572068,118.88564
572069,119.1432
572070,119.23524
572071,119.13495
572072,119.00172
572073,120.402115
572074,117.99225
572075,118.815025
572076,119.23971
572077,119.20836
572078,119.211914
572079,118.9838
572080,119.070465
572081,118.96945
572082,119.263885
572083,119.20027
572084,119.66014
572085,118.465
572086,119.1698
572087,118.70173
572088,118.799194
572089,118.91584
572090,119.245926
572091,119.13506
572092,119.050476
572093,118.793106
572094,119.02112
572095,119.37337
572096,119.6819
572097,119.04227
572098,119.17953
572099,121.213974
572100,119.1555
572101,118.5111
572102,118.57917
572103,118.81463
572104,119.32571
572105,121.56597
572106,119.25081
572107,118.9674
572108,118.64862
572109,119.35417
572110,119.2569
572111,121.203384
572112,118.8787
572113,119.01087
572114,118.67991
572115,118.03335
572116,119.05483
572117,118.754036
572118,119.1864
572119,119.34215
572120,118.71354
572121,118.98845
572122,118.92468
572123,119.49498
572124,118.87872
572125,119.33812
572126,118.86707
572127,119.43221
572128,118.70488
572129,118.75938
572130,118.87148
572131,119.325966
572132,119.1834
572133,119.40787
572134,119.6356
572135,118.53291
572136,119.31527
572137,118.15095
572138,119.40969
572139,119.28993
572140,118.53386
572141,118.32385
572142,118.99516
572143,119.17274
572144,118.95574
572145,118.8252
572146,119.175125
572147,119.14101
572148,118.89898
572149,118.73481
572150,118.18506
572151,118.86754
572152,119.50822
572153,119.05802
572154,117.99988
572155,119.60445
572156,119.16759
572157,119.32334
572158,119.10262
572159,118.99124
572160,119.28796
572161,118.88777
572162,119.356575
572163,119.0928
572164,119.454414
572165,119.328
572166,119.02149
572167,118.85626
572168,118.776566
572169,119.1089
572170,119.04509
572171,119.427574
572172,119.10238
572173,119.41844
572174,118.953186
572175,119.188194
572176,118.85209
572177,118.7607
572178,119.45993
572179,117.87797
572180,118.41806
572181,118.96123
572182,118.7917
572183,118.47689
572184,118.76531
572185,121.52104
572186,118.96031
572187,118.85581
572188,119.03327
572189,119.111
572190,119.290596
572191,118.979706
572192,119.42128
572193,119.05309
572194,118.79686
572195,118.92035
572196,118.84949
572197,119.1299
572198,119.63539
572199,123.651794
572200,118.62615
572201,118.52636
572202,118.76766
572203,118.72141
572204,119.301285
572205,118.44238
572206,119.1001
572207,119.24131
572208,119.368195
572209,118.84662
572210,118.883995
572211,119.31197
572212,119.355095
572213,118.38902
572214,118.693504
572215,118.97723
572216,118.41956
572217,119.342926
572218,119.04522
572219,118.72592
572220,118.9051
572221,119.497314
572222,118.83349
572223,119.10746
572224,119.07913
572225,119.045204
572226,118.588615
572227,118.76185
572228,118.59982
572229,118.79881
572230,119.502144
572231,118.83457
572232,119.30372
572233,118.92774
572234,118.59106
572235,119.04119
572236,118.88587
572237,119.05389
572238,118.59445
572239,118.90671
572240,118.56522
572241,118.50809
572242,121.89257
572243,119.11728
572244,118.84462
572245,119.09952
572246,119.20025
572247,118.84563
572248,119.258804
572249,118.86289
572250,119.451485
572251,118.73917
572252,118.985825
572253,118.15549
572254,119.332184
572255,119.17337
572256,118.45117
572257,119.04232
572258,118.940704
572259,119.09209
572260,119.20783
572261,118.772415
572262,118.72842
572263,118.29815
572264,119.21605
572265,119.32245
572266,119.008934
572267,119.22408
572268,118.949524
572269,119.023506
572270,118.96393
572271,119.11408
572272,119.075775
572273,118.98631
572274,118.95114
572275,118.61064
572276,119.03096
572277,118.87388
572278,119.06698
572279,119.17548
572280,119.32535
572281,118.84688
572282,119.10519
572283,118.77461
572284,119.26608
572285,118.39004
572286,118.90343
572287,119.18117
572288,119.438515
572289,118.96891
572290,119.09192
572291,119.105774
572292,119.06893
572293,119.061584
572294,119.18957
572295,118.029205
572296,118.54531
572297,119.18905
572298,118.88246
572299,119.47795
572300,119.302956
572301,119.29808
572302,119.15762
572303,119.16551
572304,119.07121
572305,118.77057
572306,118.57483
572307,119.00773
572308,119.120514
572309,119.00243
572310,119.15694
572311,118.95865
572312,119.324165
572313,118.69481
572314,119.15866
572315,119.12061
572316,118.90939
572317,117.99854
572318,121.54195
572319,119.011284
572320,120.86916
572321,118.64386
572322,118.4928
572323,118.857025
572324,119.0981
572325,119.049126
572326,118.87084
572327,119.490654
572328,118.51792
572329,119.30712
572330,118.99244
572331,119.00803
572332,118.95511
572333,118.80624
572334,118.95806
572335,118.876854
572336,119.14718
572337,121.261925
572338,119.2664
572339,118.76883
572340,119.29012
572341,118.78455
572342,118.85802
572343,119.16327
572344,119.32367
572345,117.94552
572346,119.331184
572347,118.71174
572348,119.00619
572349,123.68156
572350,119.20844
572351,118.741455
572352,119.20597
572353,119.00242
572354,119.00571
572355,118.931595
572356,118.78729
572357,118.73242
572358,118.317154
572359,118.763435
572360,119.278015
572361,119.28587
572362,119.14719
572363,118.458084
572364,118.34064
572365,119.18905
572366,123.306244
572367,118.94054
572368,118.842865
572369,118.21982
572370,119.09166
572371,118.87285
572372,118.87743
572373,119.0857
572374,119.28656
572375,118.74701
572376,119.09607
572377,119.11881
572378,119.125626
572379,118.86995
572380,118.933975
572381,119.11426
572382,119.22
572383,118.17128
572384,119.32352
572385,118.91569
572386,119.05856
572387,119.333176
572388,119.38834
572389,118.8252
572390,119.01783
572391,118.86986
572392,119.12277
572393,118.76054
572394,119.03092
572395,119.13602
572396,118.53893
572397,118.609856
572398,118.728714
572399,118.18136
572400,118.7324
572401,118.8091
572402,118.968216
572403,119.07181
572404,118.8362
572405,118.83457
572406,118.54762
572407,118.41751
572408,119.222565
572409,118.80802
572410,119.82169
572411,118.83294
572412,118.293274
572413,118.757515
572414,119.0793
572415,118.75881
572416,118.98827
572417,118.92319
572418,118.69968
572419,118.92359
572420,119.97274
572421,119.79179
572422,118.69145
572423,119.25965
572424,118.937874
572425,118.74739
572426,119.0626
572427,118.86076
572428,118.91764
572429,118.52899
572430,118.72458
572431,118.91741
572432,118.88634
572433,119.12084
572434,118.80845
572435,119.24918
572436,119.67873
572437,119.25678
572438,118.88056
572439,119.01903
572440,119.078064
572441,119.16305
572442,118.33102
572443,119.18197
572444,119.374306
572445,119.250595
572446,119.00338
572447,118.05218
572448,119.089874
572449,119.347755
572450,118.35696
572451,119.15713
572452,123.45832
572453,119.15843
572454,119.24717
572455,119.27851
572456,119.04486
572457,119.183395
572458,118.9028
572459,118.932846
572460,119.09287
572461,118.92909
572462,119.12967
572463,119.193115
572464,119.13121
572465,119.13624
572466,119.01075
572467,119.15341
572468,118.98997
572469,118.96474
572470,119.18385
572471,118.97703
572472,118.926125
572473,119.017334
572474,118.94148
572475,119.114746
572476,118.99502
572477,118.84356
572478,119.222694
572479,118.71409
572480,119.06102
572481,118.8352
572482,119.34361
572483,119.41033
572484,119.16812
572485,119.26207
572486,118.69574
572487,118.598145
572488,119.12956
572489,119.09134
572490,119.1168
572491,119.04523
572492,119.28822
572493,119.20161
572494,118.778015
572495,118.17324
572496,119.08098
572497,118.93885
572498,118.85338
572499,119.05738
572500,119.17662
572501,118.82567
572502,118.95343
572503,119.03548
572504,118.887024
572505,119.22166
572506,119.4393
572507,118.846016
572508,118.81048
572509,118.98928
572510,118.757355
572511,119.25347
572512,119.31591
572513,118.81736
572514,119.048485
572515,118.95311
572516,119.13508
572517,119.07309
572518,119.12598
572519,118.73453
572520,118.80154
572521,118.7261
572522,118.796234
572523,118.945526
572524,118.76304
572525,118.95615
572526,118.69285
572527,118.55081
572528,118.77144
572529,119.38058
572530,118.99237
572531,118.81196
572532,119.14701
572533,119.23503
572534,119.01647
572535,119.095055
572536,118.94813
572537,118.91268
572538,118.62585
572539,119.23933
572540,118.98258
572541,119.04604
572542,119.251625
572543,119.01922
572544,119.168304
572545,119.25297
572546,118.510155
572547,119.421616
572548,118.78545
572549,119.11889
572550,119.01314
572551,118.69516
572552,118.98749
572553,118.65789
572554,119.02961
572555,119.36893
572556,119.025826
572557,118.927666
572558,118.19082
572559,119.23949
572560,119.258606
572561,118.90516
572562,119.20379
572563,119.18119
572564,118.46785
572565,119.058365
572566,118.251595
572567,118.81077
572568,118.93285
572569,118.653404
572570,118.559395
572571,119.4132
572572,119.16913
572573,118.59803
572574,119.62569
572575,118.84832
572576,119.032425
572577,119.29554
572578,119.288956
572579,119.41303
572580,118.83521
572581,119.075356
572582,118.74025
572583,119.50839
572584,118.531784
572585,118.75829
572586,118.87921
572587,118.873825
572588,119.13331
572589,119.03721
572590,118.88792
572591,119.39188
572592,118.87873
572593,119.03711
572594,118.99768
572595,119.21463
572596,118.54278
572597,119.28501
572598,119.17797
572599,119.33934
572600,119.0089
572601,119.13871
572602,119.13659
572603,119.19949
572604,118.60582
572605,119.23489
572606,119.700645
572607,119.20476
572608,119.2613
572609,118.918564
572610,118.33604
572611,119.42071
572612,118.68514
572613,119.07223
572614,119.10472
572615,119.28884
572616,118.664314
572617,119.117615
572618,118.8614
572619,118.727875
572620,118.93149
572621,119.09613
572622,119.45407
572623,121.589966
572624,119.11197
572625,118.819405
572626,119.178116
572627,118.859146
572628,118.818344
572629,118.61508
572630,119.17213
572631,118.67693
572632,119.285065
572633,118.503075
572634,119.16174
572635,118.587326
572636,119.41174
572637,118.79353
572638,118.82973
572639,119.015594
572640,118.750275
572641,118.6613
572642,119.29574
572643,118.66709
572644,118.92092
572645,119.3545
572646,118.78643
572647,119.118515
572648,119.34449
572649,118.67157
572650,119.30432
572651,119.216484
572652,118.33469
572653,118.2116
572654,118.91823
572655,118.48861
572656,118.993546
572657,118.62656
572658,118.96318
572659,117.685005
572660,118.7222
572661,119.105415
572662,119.46943
572663,121.28688
572664,119.04204
572665,118.52627
572666,118.807236
572667,119.78398
572668,118.99295
572669,118.3854
572670,119.220985
572671,119.324646
572672,118.485886
572673,119.02799
572674,119.126564
572675,120.5496
572676,119.12033
572677,118.87119
572678,119.11914
572679,119.061195
572680,118.89004
572681,118.88545
572682,119.08203
572683,119.13998
572684,119.27336
572685,118.90625
572686,119.06465
572687,118.990685
572688,118.8766
572689,119.20383
572690,119.089226
572691,119.13424
572692,118.82778
572693,119.004906
572694,119.06068
572695,119.28279
572696,118.75525
572697,118.803696
572698,119.3413
572699,119.333336
572700,119.22617
572701,118.99757
572702,118.43373
572703,118.5629
572704,118.89277
572705,119.788765
572706,118.80849
572707,119.29376
572708,119.42388
572709,119.12319
572710,118.759834
572711,118.90811
572712,118.874825
572713,119.39756
572714,119.584145
572715,119.276505
572716,119.18336
572717,118.8017
572718,119.07384
572719,118.553955
572720,118.73313
572721,119.23688
572722,118.3192
572723,119.0799
572724,118.8942
572725,119.21538
572726,118.92461
572727,118.831215
572728,118.61178
572729,119.16644
572730,118.43593
572731,118.79681
572732,118.52109
572733,119.06777
572734,118.95075
572735,118.65438
572736,118.30479
572737,119.0641
572738,119.05274
572739,118.81875
572740,119.01339
572741,118.97946
572742,119.281746
572743,118.457634
572744,119.17599
572745,118.84528
572746,118.820145
572747,119.413635
572748,119.28894
572749,119.03193
572750,119.00459
572751,119.30203
572752,119.16129
572753,118.73055
572754,120.62819
572755,119.23066
572756,118.79818
572757,118.58482
572758,116.79866
572759,118.99731
572760,119.10221
572761,118.88757
572762,120.93619
572763,119.17038
572764,118.617584
572765,118.63228
572766,119.25603
572767,119.13686
572768,118.62983
572769,118.93644
572770,119.17234
572771,118.76999
572772,119.49013
572773,118.80461
572774,118.78908
572775,119.01306
572776,119.23792
572777,118.88286
572778,119.784805
572779,119.2431
572780,119.08368
572781,119.03766
572782,119.180305
572783,118.726746
572784,121.47225
572785,118.89239
572786,118.548874
572787,123.79546
572788,119.43317
572789,118.28945
572790,119.09335
572791,119.13716
572792,119.26317
572793,119.25213
572794,118.93774
572795,118.63665
572796,119.33978
572797,119.74812
572798,118.36319
572799,118.92147
572800,118.45922
572801,118.85465
572802,122.68267
572803,118.89525
572804,119.07254
572805,117.91145
572806,119.11384
572807,119.331566
572808,117.912315
572809,119.09329
572810,118.973976
572811,119.18116
572812,118.735664
572813,119.11418
572814,119.02328
572815,118.89544
572816,119.3248
572817,118.85578
572818,119.15443
572819,119.08581
572820,119.08551
572821,119.243614
572822,118.605255
572823,119.142296
572824,119.22003
572825,117.77275
572826,119.07943
572827,118.595634
572828,119.231476
572829,119.35363
572830,119.691536
572831,119.128815
572832,119.29392
572833,119.252235
572834,118.460304
572835,118.47806
572836,119.187225
572837,118.98816
572838,119.01959
572839,118.72873
572840,118.3833
572841,119.133354
572842,118.7929
572843,118.87883
572844,118.45225
572845,118.67465
572846,119.254524
572847,119.408516
572848,118.705864
572849,118.74136
572850,118.89735
572851,118.82818
572852,118.678955
572853,119.05993
572854,118.710304
572855,119.02056
572856,118.891335
572857,119.056885
572858,119.257416
572859,118.94627
572860,118.56032
572861,118.59391
572862,119.31386
572863,119.26924
572864,119.16476
572865,118.956055
572866,118.86128
572867,118.522766
572868,119.347824
572869,119.19171
572870,118.91853
572871,118.883385
572872,119.24975
572873,118.97595
572874,118.7524
572875,119.07979
572876,118.92296
572877,118.96171
572878,119.57287
572879,118.77675
572880,119.263306
572881,119.09385
572882,119.37513
572883,119.03154
572884,118.56742
572885,119.26937
572886,119.024635
572887,118.797935
572888,118.86329
572889,119.0515
572890,119.222046
572891,119.067665
572892,118.84786
572893,119.16346
572894,118.83812
572895,118.840454
572896,118.77852
572897,119.12925
572898,118.9267
572899,119.051796
572900,118.844246
572901,119.19934
572902,119.131195
572903,118.80015
572904,122.00114
572905,118.99663
572906,118.76541
572907,118.75341
572908,119.084175
572909,119.107895
572910,118.762794
572911,119.238174
572912,118.87779
572913,119.05712
572914,119.14527
572915,119.02968
572916,119.761665
572917,118.74425
572918,119.03909
572919,118.82675
572920,119.15598
572921,118.86256
572922,118.674034
572923,118.720314
572924,118.735054
572925,119.372375
572926,118.865265
572927,118.13849
572928,118.606285
572929,118.885765
572930,118.81455
572931,119.050804
572932,118.709946
572933,118.68276
572934,118.530624
572935,118.87888
572936,119.09099
572937,118.83123
572938,119.52774
572939,119.02272
572940,119.02256
572941,118.82049
572942,118.2371
572943,118.91401
572944,118.935776
572945,118.442375
572946,119.32206
572947,119.05449
572948,118.937294
572949,119.17411
572950,118.937256
572951,118.79157
572952,118.82225
572953,119.30018
572954,118.71317
572955,119.00443
572956,119.062996
572957,119.055534
572958,119.10622
572959,118.97186
572960,118.55218
572961,119.06237
572962,118.540215
572963,119.084694
572964,118.87421
572965,118.708244
572966,118.393196
572967,119.11802
572968,118.86141
572969,118.76343
572970,119.204475
572971,118.57224
572972,121.70322
572973,118.6605
572974,119.1712
572975,119.19692
572976,119.37606
572977,119.12025
572978,119.16128
572979,119.11388
572980,118.63613
572981,119.17873
572982,118.857704
572983,118.56624
572984,119.22185
572985,118.985664
572986,118.49817
572987,118.93226
572988,118.86232
572989,118.90201
572990,119.977325
572991,118.85574
572992,119.30962
572993,118.46217
572994,118.876434
572995,119.08934
572996,119.23083
572997,118.72205
572998,119.24991
572999,120.02207
573000,119.212456
573001,119.277504
573002,119.09137
573003,118.99569
573004,118.47114
573005,119.225105
573006,118.81701
573007,118.4253
573008,118.59336
573009,119.064476
573010,118.85983
573011,119.00481
573012,118.67239
573013,118.696396
573014,119.13342
573015,119.16715
573016,118.10809
573017,118.96243
573018,118.77433
573019,119.140945
573020,118.60898
573021,118.99063
573022,118.813126
573023,119.53655
573024,118.955376
573025,118.941025
573026,119.12707
573027,118.96685
573028,119.28806
573029,118.20132
573030,119.20912
573031,118.93844
573032,118.82868
573033,118.99553
573034,119.32047
573035,119.4279
573036,119.2486
573037,119.152695
573038,118.68814
573039,121.678276
573040,119.2359
573041,118.80661
573042,118.73053
573043,119.694664
573044,119.20614
573045,118.457756
573046,118.7297
573047,119.06459
573048,118.71016
573049,118.71701
573050,118.82972
573051,118.613495
573052,119.07213
573053,118.404396
573054,118.8314
573055,119.15421
573056,119.29783
573057,118.94858
573058,119.21755
573059,118.87415
573060,118.99404
573061,118.58952
573062,118.862946
573063,118.991646
573064,119.06917
573065,118.95015
573066,118.9647
573067,118.88829
573068,118.29913
573069,119.11066
573070,118.35198
573071,119.127594
573072,118.99871
573073,118.62066
573074,119.30865
573075,119.396416
573076,118.941734
573077,118.29994
573078,119.219955
573079,119.088425
573080,119.748924
573081,118.37476
573082,119.51289
573083,119.3969
573084,118.64963
573085,119.105095
573086,119.052765
573087,118.82929
573088,118.104576
573089,118.84081
573090,118.83034
573091,118.532196
573092,118.89666
573093,118.84519
573094,118.81398
573095,119.462425
573096,119.26477
573097,120.127525
573098,118.96134
573099,118.79534
573100,118.82507
573101,119.03665
573102,119.1391
573103,118.66113
573104,118.273605
573105,119.13416
573106,118.40223
573107,119.12504
573108,119.25579
573109,118.606026
573110,118.74768
573111,119.07659
573112,118.7883
573113,118.77587
573114,118.97825
573115,119.47963
573116,118.89279
573117,119.08623
573118,118.56808
573119,119.08115
573120,118.85141
573121,121.53276
573122,122.65501
573123,119.1255
573124,117.78834
573125,118.90594
573126,118.99376
573127,119.24307
573128,119.076904
573129,118.70575
573130,119.21175
573131,118.83149
573132,119.220024
573133,118.896576
573134,118.881195
573135,119.05119
573136,118.82724
573137,119.267365
573138,118.80931
573139,119.17884
573140,118.770546
573141,118.77826
573142,118.685616
573143,118.91672
573144,118.63185
573145,118.72181
573146,119.06314
573147,118.80044
573148,118.43032
573149,119.16063
573150,118.626564
573151,118.63854
573152,119.24143
573153,118.6627
573154,118.89735
573155,118.93795
573156,119.07317
573157,119.234344
573158,119.295044
573159,119.569145
573160,119.09508
573161,119.28918
573162,119.43829
573163,119.618614
573164,118.36404
573165,119.16577
573166,118.97005
573167,119.37641
573168,119.296776
573169,119.033516
573170,119.02029
573171,118.55329
573172,119.17314
573173,123.346794
573174,118.81761
573175,122.67966
573176,118.76713
573177,119.08687
573178,118.51264
573179,118.46661
573180,118.904366
573181,119.27829
573182,119.14597
573183,118.43374
573184,118.27634
573185,119.302635
573186,119.24188
573187,119.042244
573188,118.8336
573189,118.976395
573190,118.910324
573191,119.24011
573192,118.73849
573193,118.6795
573194,119.1532
573195,119.02818
573196,118.66003
573197,119.14923
573198,119.29369
573199,123.52163
573200,119.088615
573201,119.12659
573202,118.86597
573203,119.07118
573204,119.44354
573205,118.89133
573206,118.98206
573207,119.30126
573208,119.30041
573209,119.74712
573210,118.508514
573211,118.25746
573212,119.52811
573213,119.00328
573214,119.13274
573215,118.9027
573216,118.58616
573217,119.01897
573218,118.32597
573219,118.46558
573220,119.29542
573221,119.148964
573222,118.915115
573223,118.52027
573224,119.01489
573225,119.22184
573226,119.085625
573227,118.993034
573228,122.931015
573229,118.76735
573230,121.05667
573231,118.90051
573232,119.21325
573233,118.62784
573234,119.1243
573235,118.743835
573236,118.78413
573237,118.90088
573238,119.19781
573239,118.85207
573240,118.81025
573241,119.23707
573242,119.45674
573243,118.62809
573244,119.24778
573245,119.20226
573246,118.65588
573247,119.21982
573248,119.934395
573249,119.073715
573250,119.0021
573251,118.35836
573252,118.99631
573253,118.88899
573254,119.127426
573255,118.74205
573256,119.09273
573257,119.051
573258,119.14595
573259,118.79418
573260,118.773575
573261,119.28669
573262,119.3795
573263,119.28747
573264,122.468254
573265,119.172165
573266,118.85433
573267,119.09685
573268,122.23648
573269,119.096405
573270,118.84842
573271,120.5546
573272,118.98888
573273,118.83477
573274,119.2739
573275,119.059456
573276,119.411026
573277,119.11745
573278,118.808624
573279,118.42298
573280,118.86486
573281,119.10047
573282,118.0249
573283,118.97909
573284,118.81222
573285,118.71514
573286,119.37526
573287,118.8841
573288,118.82885
573289,119.0685
573290,118.25647
573291,118.92207
573292,118.05682
573293,118.89849
573294,118.877144
573295,119.15827
573296,119.02564
573297,118.75799
573298,119.049194
573299,118.99131
573300,119.33819
573301,119.0527
573302,118.205986
573303,118.95424
573304,119.194824
573305,119.25071
573306,119.42398
573307,118.32953
573308,118.54333
573309,118.857574
573310,118.9126
573311,118.431404
573312,119.09058
573313,118.99688
573314,118.72679
573315,119.20092
573316,119.00527
573317,119.020546
573318,119.0628
573319,119.30929
573320,118.939255
573321,119.133415
573322,119.22148
573323,119.01464
573324,118.380135
573325,119.130165
573326,119.722595
573327,119.31438
573328,118.16
573329,118.580574
573330,118.68844
573331,118.485344
573332,118.795616
573333,119.32056
573334,119.16269
573335,118.701416
573336,119.19923
573337,118.03944
573338,123.39023
573339,119.345634
573340,118.98433
573341,119.02184
573342,118.83714
573343,119.1372
573344,118.566055
573345,118.52908
573346,119.205986
573347,119.69338
573348,118.963875
573349,118.543175
573350,119.03147
573351,118.43327
573352,122.19646
573353,119.06592
573354,118.761696
573355,119.20722
573356,119.30364
573357,119.29239
573358,119.28819
573359,118.75635
573360,119.31902
573361,118.69268
573362,119.01643
573363,118.35645
573364,119.09136
573365,118.95142
573366,119.12563
573367,118.63355
573368,118.337585
573369,119.307625
573370,119.09685
573371,119.193214
573372,118.73377
573373,118.87933
573374,118.73269
573375,118.99511
573376,118.596954
573377,119.077065
573378,119.00734
573379,119.35231
573380,119.28065
573381,118.65539
573382,119.24029
573383,118.77263
573384,119.371185
573385,118.28719
573386,118.69481
573387,119.19394
573388,118.885956
573389,119.47212
573390,121.429474
573391,118.511665
573392,119.09012
573393,118.58241
573394,119.256294
573395,119.05307
573396,118.8114
573397,118.949234
573398,118.8268
573399,119.09756
573400,118.78741
573401,118.99487
573402,119.015305
573403,118.98371
573404,121.400185
573405,117.87502
573406,119.09277
573407,119.84399
573408,119.140594
573409,119.28186
573410,118.6149
573411,119.103966
573412,118.88918
573413,119.11947
573414,119.576836
573415,118.78256
573416,118.550354
573417,118.73433
573418,118.77254
573419,119.17474
573420,119.50583
573421,119.399376
573422,118.76802
573423,118.75155
573424,118.633736
573425,119.29914
573426,118.51446
573427,118.80287
573428,118.58641
573429,119.09364
573430,119.60446
573431,119.09408
573432,119.14602
573433,118.71847
573434,117.970856
573435,118.6342
573436,119.68411
573437,118.88981
573438,118.804634
573439,119.281334
573440,118.96471
573441,118.93056
573442,118.7974
573443,118.44397
573444,118.4216
573445,119.00954
573446,119.09385
573447,119.00297
573448,118.90283
573449,118.928955
573450,119.005
573451,119.09358
573452,119.43504
573453,119.38464
573454,118.73756
573455,118.861496
573456,119.10289
573457,119.68284
573458,118.654526
573459,118.90765
573460,120.59702
573461,118.48518
573462,118.79186
573463,118.7058
573464,118.91223
573465,118.635826
573466,118.803116
573467,119.413284
573468,118.78102
573469,121.60501
573470,118.15823
573471,118.37768
573472,119.15301
573473,119.96685
573474,118.92386
573475,119.1083
573476,119.35873
573477,118.69946
573478,118.82858
573479,119.13802
573480,119.27022
573481,118.679756
573482,118.79275
573483,119.33127
573484,119.16564
573485,118.91477
573486,119.07736
573487,118.83407
573488,119.626114
573489,118.93479
573490,118.81554
573491,119.034164
573492,119.132195
573493,119.451675
573494,119.095856
573495,118.92277
573496,119.19684
573497,118.9518
573498,118.782166
573499,119.31769
573500,119.00575
573501,119.51453
573502,119.11086
573503,119.01334
573504,119.15698
573505,119.10145
573506,119.38894
573507,119.17929
573508,119.54208
573509,119.037506
573510,119.151344
573511,119.09001
573512,118.79735
573513,118.75966
573514,118.52382
573515,117.83372
573516,119.436455
573517,118.60563
573518,118.76905
573519,119.08926
573520,119.30438
573521,118.5778
573522,118.82592
573523,118.64632
573524,118.93566
573525,119.08892
573526,119.269714
573527,119.20422
573528,119.70804
573529,119.24912
573530,118.9548
573531,119.279854
573532,119.12515
573533,118.167336
573534,119.53926
573535,119.16307
573536,118.84261
573537,119.34787
573538,118.849014
573539,118.82968
573540,119.48401
573541,118.86797
573542,124.06331
573543,118.7986
573544,118.84594
573545,119.54794
573546,119.28701
573547,119.282455
573548,118.51053
573549,118.45128
573550,118.90532
573551,119.075645
573552,118.879654
573553,118.95076
573554,118.91154
573555,118.934906
573556,118.96339
573557,118.39065
573558,119.164116
573559,118.864525
573560,119.19679
573561,119.37085
573562,118.65731
573563,118.98551
573564,119.13033
573565,119.54347
573566,118.684875
573567,119.574356
573568,119.14299
573569,119.14418
573570,118.73445
573571,119.0489
573572,119.14047
573573,119.24615
573574,119.08995
573575,119.32604
573576,119.73388
573577,119.051216
573578,119.43105
573579,119.10756
573580,118.45452
573581,120.14282
573582,118.8391
573583,118.57507
573584,119.08187
573585,119.11414
573586,118.76883
573587,119.030106
573588,119.17631
573589,119.16823
573590,121.83302
573591,118.82293
573592,118.69301
573593,118.16183
573594,120.00692
573595,118.9574
573596,118.89539
573597,118.82131
573598,118.7647
573599,119.28727
573600,119.09532
573601,118.69337
573602,118.923935
573603,118.79422
573604,118.84135
573605,118.89324
573606,118.95089
573607,119.10988
573608,118.5476
573609,119.07644
573610,118.91025
573611,119.15038
573612,118.93558
573613,118.278145
573614,119.49747
573615,118.90684
573616,119.278625
573617,119.00402
573618,119.111496
573619,118.74411
573620,118.89253
573621,119.19997
573622,118.861465
573623,119.11865
573624,118.93332
573625,119.616516
573626,118.93797
573627,119.16963
573628,118.60546
573629,119.42911
573630,118.877335
573631,118.847595
573632,118.68167
573633,118.97406
573634,119.08185
573635,118.969925
573636,119.423256
573637,119.124275
573638,118.75841
573639,118.977325
573640,119.22517
573641,118.850204
573642,121.41457
573643,119.28415
573644,119.22883
573645,119.076164
573646,119.13395
573647,118.33006
573648,119.18935
573649,118.75583
573650,119.47318
573651,118.9398
573652,118.98342
573653,118.88185
573654,118.7868
573655,118.74575
573656,118.995804
573657,119.057205
573658,119.277596
573659,120.53872
573660,119.08339
573661,119.41706
573662,119.26597
573663,119.12747
573664,118.812
573665,118.939
573666,118.45778
573667,119.12315
573668,118.51282
573669,118.7427
573670,118.89169
573671,118.79155
573672,121.629005
573673,119.009186
573674,119.042175
573675,121.647606
573676,119.35962
573677,119.379295
573678,117.97265
573679,118.95493
573680,118.99038
573681,118.51338
573682,119.00162
573683,119.07541
573684,118.5493
573685,118.71942
573686,118.59063
573687,119.58749
573688,118.854996
573689,122.06556
573690,119.250496
573691,118.91267
573692,118.6555
573693,119.04168
573694,119.02214
573695,119.19533
573696,118.97646
573697,118.608826
573698,118.40184
573699,118.906166
573700,119.15748
573701,119.51428
573702,119.22573
573703,118.71013
573704,119.2398
573705,119.11353
573706,119.176636
573707,118.86365
573708,118.95305
573709,118.803986
573710,118.96838
573711,118.997406
573712,119.16479
573713,119.00377
573714,119.20671
573715,118.78023
573716,118.879295
573717,118.878914
573718,118.10001
573719,119.66397
573720,118.41749
573721,118.942696
573722,119.171776
573723,119.90466
573724,118.88085
573725,119.11479
573726,118.84636
573727,118.86788
573728,119.161476
573729,119.15093
573730,119.160255
573731,118.59251
573732,118.97315
573733,119.184784
573734,118.89858
573735,119.51489
573736,118.87349
573737,118.74051
573738,118.96791
573739,118.062416
573740,118.38265
573741,119.572754
573742,118.36306
573743,119.40825
573744,119.15432
573745,116.93532
573746,119.06411
573747,120.90211
573748,119.37007
573749,119.4504
573750,118.93208
573751,118.999565
573752,119.30057
573753,118.39829
573754,119.233955
573755,118.97799
573756,119.32142
573757,118.93125
573758,120.89741
573759,118.72171
573760,118.81104
573761,118.79351
573762,119.24149
573763,119.376785
573764,118.99109
573765,118.487785
573766,121.325745
573767,120.5029
573768,119.12659
573769,119.07242
573770,118.84648
573771,118.861824
573772,119.10444
573773,119.45274
573774,118.81762
573775,118.62851
573776,119.33009
573777,118.82198
573778,118.74536
